9fd82251f6;Matthias Bläsing;12/11/2017;#271446: Add more information to RuntimeExceptions DatabaseMetaData#getProcedureColumns;1;39;30
bbef6872ae;Matthias Bläsing;12/11/2017;#270913: Prevent PropertiesEditor from being set to a non Propeties value (apart from NULL);1;15;1
389bf2b3cd;Dusan Balek;13/11/2017;Changing licence.;1;16;36
d5ebdb5c13;Tomas Zezula;15/11/2017;Changed licenses on new files to Apache License.;12;180;436
68c4f690b3;Jaroslav Tulach;16/11/2017;Make sure all the supported annotation types are really annotations - one of them wasn't;2;59;1
b01387e590;Steffen Dietz;17/11/2017;"Revert Testcases related fixes""""";3;195;6
df9e9658f9;Steffen Dietz;17/11/2017;"Revert Tests related fixes""""";2;6;4
5799eb31c0;Steffen Dietz;17/11/2017;"Revert Removed failing test UpdateFromNbmTest""""";1;143;0
f1c550463d;Steffen Dietz;17/11/2017;reactivated AutoupdateInfoParserTest VerifyFileTest ExecutablePermissionsTest and testInstallRegularModule;4;38;38
2fbe95fb00;Steffen Dietz;17/11/2017;"Revert disabled failing tests""""";3;28;28
a25c9741f2;Jesse Glick;17/11/2017;Using terms as they appear in --list-groups.;1;1;1
62e8701b85;Jesse Glick;17/11/2017;Permit CLI --open-group to accept a substring of a group name as a convenience.;1;17;13
a40e4371bd;Steffen Dietz;18/11/2017;added missing test assets fixed tests;12;38;37
723abf03bc;Lars Bruun-Hansen;19/11/2017;[NETBEANS-161] Changed license header introducer to simple slash-star;24750;24750;24750
